10,0.0285
1010,2.0442
2010,4.0624
3010,6.382
4010,8.3215
5010,10.5403
6010,13.1621
7010,15.0292
8010,17.225
9010,20.6731
10010,23.4601
11010,26.1274
12010,26.6451
13010,29.4585
14010,33.0415
15010,32.9385
16010,37.733
17010,39.0519
18010,41.8741
19010,45.1668
20010,51.8088
21010,48.2324
22010,52.2282
23010,54.154
24010,58.5783
25010,58.4468
26010,61.774
27010,64.7447
28010,67.6248
29010,68.3289
30010,75.5097
31010,73.9447
32010,78.7458
33010,78.4686
34010,82.007
35010,83.1102
36010,86.1863
37010,88.6755
38010,90.8253
39010,99.2326
40010,96.3422
41010,98.2405
42010,100.685
43010,103.76
44010,107.093
45010,108.707
46010,111.888
47010,115.899
48010,117.158
49010,119.839
50010,122.093
51010,123.947
52010,128.058
53010,130.362
54010,130.999
55010,135.604
56010,139.037
57010,140.437
58010,142.128
59010,147.615
60010,147.029
61010,150.965
62010,167.715
63010,154.671
64010,157.717
65010,159.824
66010,164.217
67010,167.295
68010,169.346
69010,169.431
70010,171.458
71010,178.14
72010,176.99
73010,181.035
74010,184.18
75010,186.51
76010,189.913
77010,191.037
78010,193.341
79010,199.221
80010,201.478
81010,201.509
82010,203.193
83010,207.556
84010,211.757
85010,211.625
86010,211.903
87010,215.952
88010,222.164
89010,220.696
90010,225.944
91010,225.837
92010,229.276
93010,232.379
94010,233.129
95010,236.903
96010,239.378
97010,241.052
98010,243.79
99010,246.726
