10,0.0141
1010,1.194
2010,1.8258
3010,3.7194
4010,2.9894
5010,3.8045
6010,4.7023
7010,5.7523
8010,6.2536
9010,6.8937
10010,9.0246
11010,13.2557
12010,11.1477
13010,19.6148
14010,14.2918
15010,19.8975
16010,13.5577
17010,19.3627
18010,14.4413
19010,19.7442
20010,18.5237
21010,16.4988
22010,17.2353
23010,19.8897
24010,20.7602
25010,21.2456
26010,23.1218
27010,23.7957
28010,72.7242
29010,26.4763
30010,35.0884
31010,24.8089
32010,30.9848
33010,26.7123
34010,24.6643
35010,25.8258
36010,26.6277
37010,27.2989
38010,30.3992
39010,28.1677
40010,29.3102
41010,29.6967
42010,31.0444
43010,31.0097
44010,40.81
45010,32.1587
46010,34.6737
47010,34.544
48010,35.0853
49010,36.1543
50010,37.3599
51010,38.8261
52010,38.5043
53010,38.2524
54010,54.2312
55010,40.9211
56010,40.933
57010,42.4712
58010,42.2921
59010,44.4133
60010,44.0937
61010,44.0297
62010,44.5135
63010,45.7307
64010,47.1438
65010,47.7041
66010,49.1065
67010,48.3883
68010,48.666
69010,49.7291
70010,50.4391
71010,50.6342
72010,52.147
73010,52.3212
74010,53.2858
75010,53.9525
76010,54.6989
77010,55.9225
78010,56.1735
79010,56.8663
80010,57.345
81010,59.6493
82010,59.0592
83010,59.9858
84010,73.8981
85010,61.35
86010,62.8738
87010,65.1087
88010,63.8438
89010,66.4366
90010,66.5679
91010,68.5387
92010,67.6175
93010,68.3523
94010,67.9936
95010,69.5501
96010,69.9933
97010,71.1886
98010,70.7177
99010,72.0727
